NM_VOTAVEL,SG_PARTIDO,BAIRRO,QT_VOTOS
MORGANA FERREIRA,REPUBLICANOS,RONDONIA,9
MORGANA FERREIRA,REPUBLICANOS,ROSELANDIA,1
MORGANA FERREIRA,REPUBLICANOS,SANTO AFONSO,8
MORGANA FERREIRA,REPUBLICANOS,SAO JORGE,2
MORGANA FERREIRA,REPUBLICANOS,SAO JOSE,1
MÁRCIA PEREIRA LUZ,MDB,BOA SAUDE,15
MÁRCIA PEREIRA LUZ,MDB,CANUDOS,115
MÁRCIA PEREIRA LUZ,MDB,CENTRO,7
MÁRCIA PEREIRA LUZ,MDB,GUARANI,12
MÁRCIA PEREIRA LUZ,MDB,HAMBURGO VELHO,7
MÁRCIA PEREIRA LUZ,MDB,IDEAL,4
MÁRCIA PEREIRA LUZ,MDB,INDUSTRIAL,13
MÁRCIA PEREIRA LUZ,MDB,JARDIM MAUA,4
MÁRCIA PEREIRA LUZ,MDB,LIBERDADE,3
MÁRCIA PEREIRA LUZ,MDB,LOMBA GRANDE,10
MÁRCIA PEREIRA LUZ,MDB,OPERARIO,3
MÁRCIA PEREIRA LUZ,MDB,OURO BRANCO,7
MÁRCIA PEREIRA LUZ,MDB,PATRIA NOVA,6
MÁRCIA PEREIRA LUZ,MDB,PETROPOLIS,5
MÁRCIA PEREIRA LUZ,MDB,PRIMAVERA,5
MÁRCIA PEREIRA LUZ,MDB,RIO BRANCO,6
MÁRCIA PEREIRA LUZ,MDB,RONDONIA,114
MÁRCIA PEREIRA LUZ,MDB,SANTO AFONSO,12
MÁRCIA PEREIRA LUZ,MDB,SAO JORGE,4
MÁRCIA PEREIRA LUZ,MDB,SAO JOSE,4
MÁRCIA PEREIRA LUZ,MDB,VILA NOVA,2
MÁRCIA PEREIRA LUZ,MDB,VILA ROSA,4
NALVA MATIAS,PDT,BOA SAUDE,18
NALVA MATIAS,PDT,CANUDOS,222
NALVA MATIAS,PDT,CENTRO,16
NALVA MATIAS,PDT,GUARANI,16
NALVA MATIAS,PDT,HAMBURGO VELHO,13
NALVA MATIAS,PDT,IDEAL,10
NALVA MATIAS,PDT,INDUSTRIAL,13
NALVA MATIAS,PDT,JARDIM MAUA,9
NALVA MATIAS,PDT,LIBERDADE,11
NALVA MATIAS,PDT,LOMBA GRANDE,26
NALVA MATIAS,PDT,OPERARIO,11
NALVA MATIAS,PDT,OURO BRANCO,4
NALVA MATIAS,PDT,PATRIA NOVA,16
NALVA MATIAS,PDT,PETROPOLIS,6
NALVA MATIAS,PDT,RINCAO,10
NALVA MATIAS,PDT,RIO BRANCO,9
NALVA MATIAS,PDT,RONDONIA,137
NALVA MATIAS,PDT,ROSELANDIA,21
NALVA MATIAS,PDT,SANTO AFONSO,28
NALVA MATIAS,PDT,SAO JORGE,12
NALVA MATIAS,PDT,SAO JOSE,21
NALVA MATIAS,PDT,VILA NOVA,3
NALVA MATIAS,PDT,VILA ROSA,5
NANI,PODE,CANUDOS,30
NANI,PODE,CENTRO,8
NANI,PODE,GUARANI,1
NANI,PODE,HAMBURGO VELHO,5
NANI,PODE,IDEAL,2
NANI,PODE,INDUSTRIAL,9
NANI,PODE,JARDIM MAUA,3
NANI,PODE,LIBERDADE,16
NANI,PODE,OPERARIO,4
NANI,PODE,PATRIA NOVA,3
NANI,PODE,PETROPOLIS,2
NANI,PODE,PRIMAVERA,4
NANI,PODE,RINCAO,1
NANI,PODE,RIO BRANCO,2
NANI,PODE,RONDONIA,9
NANI,PODE,SANTO AFONSO,13
NANI,PODE,SAO JOSE,8
NANI,PODE,VILA NOVA,6
NANI,PODE,VILA ROSA,2
NELSINHO BARBEIRO,UNIÃO,CANUDOS,12
NELSINHO BARBEIRO,UNIÃO,IDEAL,1
NELSINHO BARBEIRO,UNIÃO,INDUSTRIAL,3
NELSINHO BARBEIRO,UNIÃO,JARDIM MAUA,2
NELSINHO BARBEIRO,UNIÃO,LIBERDADE,3
NELSINHO BARBEIRO,UNIÃO,LOMBA GRANDE,1
NELSINHO BARBEIRO,UNIÃO,OURO BRANCO,1
NELSINHO BARBEIRO,UNIÃO,PATRIA NOVA,1
NELSINHO BARBEIRO,UNIÃO,PETROPOLIS,4
NELSINHO BARBEIRO,UNIÃO,RINCAO,1
NELSINHO BARBEIRO,UNIÃO,RONDONIA,19
NELSINHO BARBEIRO,UNIÃO,ROSELANDIA,1
NELSINHO BARBEIRO,UNIÃO,SANTO AFONSO,28
NELSINHO BARBEIRO,UNIÃO,SAO JORGE,1
NELSINHO BARBEIRO,UNIÃO,VILA NOVA,1
NELSON DIETRICH JUNIOR,MDB,BOA SAUDE,5
NELSON DIETRICH JUNIOR,MDB,CANUDOS,52
NELSON DIETRICH JUNIOR,MDB,CENTRO,38
NELSON DIETRICH JUNIOR,MDB,GUARANI,55
NELSON DIETRICH JUNIOR,MDB,HAMBURGO VELHO,38
NELSON DIETRICH JUNIOR,MDB,IDEAL,19
NELSON DIETRICH JUNIOR,MDB,INDUSTRIAL,10
NELSON DIETRICH JUNIOR,MDB,JARDIM MAUA,12
NELSON DIETRICH JUNIOR,MDB,LIBERDADE,7
NELSON DIETRICH JUNIOR,MDB,LOMBA GRANDE,5
NELSON DIETRICH JUNIOR,MDB,OPERARIO,78
NELSON DIETRICH JUNIOR,MDB,OURO BRANCO,10
NELSON DIETRICH JUNIOR,MDB,PATRIA NOVA,24
NELSON DIETRICH JUNIOR,MDB,PETROPOLIS,10
NELSON DIETRICH JUNIOR,MDB,PRIMAVERA,25
NELSON DIETRICH JUNIOR,MDB,RINCAO,19
NELSON DIETRICH JUNIOR,MDB,RIO BRANCO,9
NELSON DIETRICH JUNIOR,MDB,RONDONIA,18
NELSON DIETRICH JUNIOR,MDB,SANTO AFONSO,6
NELSON DIETRICH JUNIOR,MDB,SAO JORGE,9
NELSON DIETRICH JUNIOR,MDB,SAO JOSE,9
NELSON DIETRICH JUNIOR,MDB,VILA NOVA,11
NELSON DIETRICH JUNIOR,MDB,VILA ROSA,14
NICA VOLTZ,SOLIDARIEDADE,CANUDOS,5
NICA VOLTZ,SOLIDARIEDADE,CENTRO,2
NICA VOLTZ,SOLIDARIEDADE,GUARANI,1
NICA VOLTZ,SOLIDARIEDADE,HAMBURGO VELHO,1
NICA VOLTZ,SOLIDARIEDADE,IDEAL,5
NICA VOLTZ,SOLIDARIEDADE,INDUSTRIAL,4
NICA VOLTZ,SOLIDARIEDADE,LIBERDADE,10
NICA VOLTZ,SOLIDARIEDADE,PATRIA NOVA,2
NICA VOLTZ,SOLIDARIEDADE,PRIMAVERA,1
NICA VOLTZ,SOLIDARIEDADE,RONDONIA,4
NICA VOLTZ,SOLIDARIEDADE,SAO JOSE,2
NILSON TORRIANO,PT,BOA SAUDE,40
NILSON TORRIANO,PT,CANUDOS,1212
NILSON TORRIANO,PT,CENTRO,28
NILSON TORRIANO,PT,GUARANI,24
NILSON TORRIANO,PT,HAMBURGO VELHO,16
NILSON TORRIANO,PT,IDEAL,16
NILSON TORRIANO,PT,INDUSTRIAL,25
NILSON TORRIANO,PT,JARDIM MAUA,19
NILSON TORRIANO,PT,LIBERDADE,20
NILSON TORRIANO,PT,LOMBA GRANDE,8
NILSON TORRIANO,PT,OPERARIO,16
NILSON TORRIANO,PT,OURO BRANCO,10
NILSON TORRIANO,PT,PATRIA NOVA,15
NILSON TORRIANO,PT,PETROPOLIS,23
NILSON TORRIANO,PT,PRIMAVERA,29
NILSON TORRIANO,PT,RINCAO,7
NILSON TORRIANO,PT,RIO BRANCO,19
NILSON TORRIANO,PT,RONDONIA,31
NILSON TORRIANO,PT,ROSELANDIA,15
NILSON TORRIANO,PT,SANTO AFONSO,42
NILSON TORRIANO,PT,SAO JORGE,44
NILSON TORRIANO,PT,SAO JOSE,58
NILSON TORRIANO,PT,VILA NOVA,6
NILSON TORRIANO,PT,VILA ROSA,12
NOR BOENO,MDB,BOA SAUDE,9
NOR BOENO,MDB,CANUDOS,1159
NOR BOENO,MDB,CENTRO,13
NOR BOENO,MDB,GUARANI,27
NOR BOENO,MDB,HAMBURGO VELHO,33
NOR BOENO,MDB,IDEAL,13
NOR BOENO,MDB,INDUSTRIAL,11
NOR BOENO,MDB,JARDIM MAUA,13
NOR BOENO,MDB,LIBERDADE,9
NOR BOENO,MDB,LOMBA GRANDE,22
NOR BOENO,MDB,OPERARIO,2
NOR BOENO,MDB,OURO BRANCO,7
NOR BOENO,MDB,PATRIA NOVA,12
NOR BOENO,MDB,PETROPOLIS,11
NOR BOENO,MDB,PRIMAVERA,14
NOR BOENO,MDB,RINCAO,8
NOR BOENO,MDB,RIO BRANCO,5
NOR BOENO,MDB,RONDONIA,42
NOR BOENO,MDB,ROSELANDIA,23
NOR BOENO,MDB,SANTO AFONSO,27
NOR BOENO,MDB,SAO JORGE,83
NOR BOENO,MDB,SAO JOSE,179
NOR BOENO,MDB,VILA NOVA,10
NOR BOENO,MDB,VILA ROSA,15
NOVO,NOVO,BOA SAUDE,4
NOVO,NOVO,CANUDOS,21
NOVO,NOVO,CENTRO,20
NOVO,NOVO,GUARANI,5
NOVO,NOVO,HAMBURGO VELHO,17
NOVO,NOVO,IDEAL,11
NOVO,NOVO,INDUSTRIAL,18
NOVO,NOVO,JARDIM MAUA,16
NOVO,NOVO,LIBERDADE,4
NOVO,NOVO,LOMBA GRANDE,5
NOVO,NOVO,OPERARIO,4
NOVO,NOVO,OURO BRANCO,5
NOVO,NOVO,PATRIA NOVA,27
NOVO,NOVO,PETROPOLIS,2
NOVO,NOVO,PRIMAVERA,10
NOVO,NOVO,RINCAO,7
NOVO,NOVO,RIO BRANCO,10
NOVO,NOVO,RONDONIA,5
NOVO,NOVO,ROSELANDIA,2
NOVO,NOVO,SANTO AFONSO,2
NOVO,NOVO,SAO JORGE,2
NOVO,NOVO,SAO JOSE,3
NOVO,NOVO,VILA NOVA,1
NOVO,NOVO,VILA ROSA,10
Nulo,#NULO#,BOA SAUDE,184
Nulo,#NULO#,CANUDOS,976
Nulo,#NULO#,CENTRO,147
Nulo,#NULO#,GUARANI,102
Nulo,#NULO#,HAMBURGO VELHO,109
Nulo,#NULO#,IDEAL,159
Nulo,#NULO#,INDUSTRIAL,153
Nulo,#NULO#,JARDIM MAUA,88
Nulo,#NULO#,LIBERDADE,125
Nulo,#NULO#,LOMBA GRANDE,185
Nulo,#NULO#,OPERARIO,107
Nulo,#NULO#,OURO BRANCO,49
Nulo,#NULO#,PATRIA NOVA,164
Nulo,#NULO#,PETROPOLIS,146
Nulo,#NULO#,PRIMAVERA,181
Nulo,#NULO#,RINCAO,98
Nulo,#NULO#,RIO BRANCO,84
Nulo,#NULO#,RONDONIA,187
Nulo,#NULO#,ROSELANDIA,100
Nulo,#NULO#,SANTO AFONSO,247
Nulo,#NULO#,SAO JORGE,172
Nulo,#NULO#,SAO JOSE,293
Nulo,#NULO#,VILA NOVA,52
Nulo,#NULO#,VILA ROSA,101
ODILON SANTOS,PT,CANUDOS,3
ODILON SANTOS,PT,CENTRO,1
ODILON SANTOS,PT,IDEAL,1
ODILON SANTOS,PT,INDUSTRIAL,5
ODILON SANTOS,PT,JARDIM MAUA,1
ODILON SANTOS,PT,LIBERDADE,1
ODILON SANTOS,PT,PATRIA NOVA,2
ODILON SANTOS,PT,PRIMAVERA,3
ODILON SANTOS,PT,RIO BRANCO,3
ODILON SANTOS,PT,RONDONIA,1
ODILON SANTOS,PT,ROSELANDIA,2
ODILON SANTOS,PT,SANTO AFONSO,31
ORLANDO ROCHA,PDT,BOA SAUDE,4
ORLANDO ROCHA,PDT,CANUDOS,35
ORLANDO ROCHA,PDT,CENTRO,2
ORLANDO ROCHA,PDT,GUARANI,2
ORLANDO ROCHA,PDT,HAMBURGO VELHO,3
ORLANDO ROCHA,PDT,INDUSTRIAL,4
ORLANDO ROCHA,PDT,LOMBA GRANDE,1
ORLANDO ROCHA,PDT,OPERARIO,1
ORLANDO ROCHA,PDT,OURO BRANCO,2
ORLANDO ROCHA,PDT,PRIMAVERA,1
ORLANDO ROCHA,PDT,RONDONIA,2
ORLANDO ROCHA,PDT,ROSELANDIA,1
ORLANDO ROCHA,PDT,SANTO AFONSO,1
ORLANDO ROCHA,PDT,VILA ROSA,2
PASTORA SALETE,PL,CANUDOS,7
PASTORA SALETE,PL,CENTRO,1
PASTORA SALETE,PL,HAMBURGO VELHO,3
PASTORA SALETE,PL,IDEAL,5
PASTORA SALETE,PL,INDUSTRIAL,3
PASTORA SALETE,PL,JARDIM MAUA,2
PASTORA SALETE,PL,LIBERDADE,1
PASTORA SALETE,PL,OPERARIO,1
PASTORA SALETE,PL,OURO BRANCO,9
PASTORA SALETE,PL,PATRIA NOVA,4
PASTORA SALETE,PL,PETROPOLIS,1
PASTORA SALETE,PL,PRIMAVERA,2
PASTORA SALETE,PL,RINCAO,2
PASTORA SALETE,PL,RIO BRANCO,1
PASTORA SALETE,PL,SAO JOSE,3
PASTORA SALETE,PL,VILA ROSA,2
PAULO CESAR,REPUBLICANOS,BOA SAUDE,2
PAULO CESAR,REPUBLICANOS,CANUDOS,7
PAULO CESAR,REPUBLICANOS,CENTRO,4
PAULO CESAR,REPUBLICANOS,GUARANI,2
PAULO CESAR,REPUBLICANOS,HAMBURGO VELHO,2
PAULO CESAR,REPUBLICANOS,INDUSTRIAL,7
PAULO CESAR,REPUBLICANOS,JARDIM MAUA,1
PAULO CESAR,REPUBLICANOS,LIBERDADE,1
PAULO CESAR,REPUBLICANOS,OPERARIO,6
PAULO CESAR,REPUBLICANOS,PATRIA NOVA,1
PAULO CESAR,REPUBLICANOS,PETROPOLIS,3
PAULO CESAR,REPUBLICANOS,PRIMAVERA,1
PAULO CESAR,REPUBLICANOS,RINCAO,7
PAULO CESAR,REPUBLICANOS,RIO BRANCO,2
PAULO CESAR,REPUBLICANOS,ROSELANDIA,98
PAULO CESAR,REPUBLICANOS,SANTO AFONSO,6
PAULO CESAR,REPUBLICANOS,SAO JORGE,3
PAULO CESAR,REPUBLICANOS,SAO JOSE,6
PAULO CESAR KLEIN,CIDADANIA,BOA SAUDE,182
PAULO CESAR KLEIN,CIDADANIA,CANUDOS,79
PAULO CESAR KLEIN,CIDADANIA,CENTRO,11
PAULO CESAR KLEIN,CIDADANIA,GUARANI,4
PAULO CESAR KLEIN,CIDADANIA,HAMBURGO VELHO,3
PAULO CESAR KLEIN,CIDADANIA,IDEAL,25
PAULO CESAR KLEIN,CIDADANIA,INDUSTRIAL,36
PAULO CESAR KLEIN,CIDADANIA,JARDIM MAUA,7
PAULO CESAR KLEIN,CIDADANIA,LIBERDADE,9
PAULO CESAR KLEIN,CIDADANIA,LOMBA GRANDE,1
PAULO CESAR KLEIN,CIDADANIA,OPERARIO,16
PAULO CESAR KLEIN,CIDADANIA,OURO BRANCO,5
PAULO CESAR KLEIN,CIDADANIA,PATRIA NOVA,14
PAULO CESAR KLEIN,CIDADANIA,PETROPOLIS,136
PAULO CESAR KLEIN,CIDADANIA,PRIMAVERA,65
PAULO CESAR KLEIN,CIDADANIA,RINCAO,65
PAULO CESAR KLEIN,CIDADANIA,RIO BRANCO,12
PAULO CESAR KLEIN,CIDADANIA,RONDONIA,26
PAULO CESAR KLEIN,CIDADANIA,ROSELANDIA,9
PAULO CESAR KLEIN,CIDADANIA,SANTO AFONSO,20
PAULO CESAR KLEIN,CIDADANIA,SAO JORGE,11
PAULO CESAR KLEIN,CIDADANIA,SAO JOSE,21
PAULO CESAR KLEIN,CIDADANIA,VILA NOVA,2
PAULO CESAR KLEIN,CIDADANIA,VILA ROSA,9
PAULO GÁRCIA,PSB,BOA SAUDE,2
PAULO GÁRCIA,PSB,CANUDOS,15
PAULO GÁRCIA,PSB,CENTRO,1
PAULO GÁRCIA,PSB,GUARANI,1
PAULO GÁRCIA,PSB,IDEAL,6
PAULO GÁRCIA,PSB,INDUSTRIAL,5
PAULO GÁRCIA,PSB,LIBERDADE,8
PAULO GÁRCIA,PSB,RINCAO,1
PAULO GÁRCIA,PSB,RONDONIA,10
PAULO GÁRCIA,PSB,SANTO AFONSO,17
PAULO GÁRCIA,PSB,SAO JORGE,1
PAULO GÁRCIA,PSB,SAO JOSE,1
PC do B,PC do B,BOA SAUDE,10
PC do B,PC do B,CANUDOS,9
PC do B,PC do B,CENTRO,2
PC do B,PC do B,IDEAL,1
PC do B,PC do B,INDUSTRIAL,3
PC do B,PC do B,JARDIM MAUA,1
PC do B,PC do B,LIBERDADE,3
PC do B,PC do B,OPERARIO,2
PC do B,PC do B,PATRIA NOVA,1
PC do B,PC do B,PRIMAVERA,2
PC do B,PC do B,RINCAO,3
PC do B,PC do B,RIO BRANCO,1
PC do B,PC do B,RONDONIA,1
PC do B,PC do B,SANTO AFONSO,1
PC do B,PC do B,SAO JORGE,1
PC do B,PC do B,VILA ROSA,1
PDT,PDT,BOA SAUDE,45
PDT,PDT,CANUDOS,319
PDT,PDT,CENTRO,36
PDT,PDT,GUARANI,22
PDT,PDT,HAMBURGO VELHO,23
PDT,PDT,IDEAL,19
PDT,PDT,INDUSTRIAL,49
PDT,PDT,JARDIM MAUA,11
PDT,PDT,LIBERDADE,24
PDT,PDT,LOMBA GRANDE,39
PDT,PDT,OPERARIO,6
PDT,PDT,OURO BRANCO,6
PDT,PDT,PATRIA NOVA,22
PDT,PDT,PETROPOLIS,18
PDT,PDT,PRIMAVERA,19
PDT,PDT,RINCAO,4
PDT,PDT,RIO BRANCO,11
PDT,PDT,RONDONIA,48
PDT,PDT,ROSELANDIA,34
PDT,PDT,SANTO AFONSO,94
PDT,PDT,SAO JORGE,27
PDT,PDT,SAO JOSE,70
PDT,PDT,VILA NOVA,9
PDT,PDT,VILA ROSA,19
PEDRINHO OLIVEIRA,PSDB,BOA SAUDE,1
PEDRINHO OLIVEIRA,PSDB,CANUDOS,315
PEDRINHO OLIVEIRA,PSDB,CENTRO,1
PEDRINHO OLIVEIRA,PSDB,GUARANI,6
PEDRINHO OLIVEIRA,PSDB,INDUSTRIAL,1
PEDRINHO OLIVEIRA,PSDB,JARDIM MAUA,4
PEDRINHO OLIVEIRA,PSDB,LIBERDADE,1
PEDRINHO OLIVEIRA,PSDB,PATRIA NOVA,2
PEDRINHO OLIVEIRA,PSDB,PETROPOLIS,1
PEDRINHO OLIVEIRA,PSDB,PRIMAVERA,2
PEDRINHO OLIVEIRA,PSDB,RIO BRANCO,1
PEDRINHO OLIVEIRA,PSDB,RONDONIA,5
PEDRINHO OLIVEIRA,PSDB,ROSELANDIA,2
PEDRINHO OLIVEIRA,PSDB,SANTO AFONSO,3
PEDRINHO OLIVEIRA,PSDB,SAO JORGE,7
PEDRINHO OLIVEIRA,PSDB,SAO JOSE,4
PEDRINHO OLIVEIRA,PSDB,VILA NOVA,1
PEDRINHO OLIVEIRA,PSDB,VILA ROSA,1
PIRULITO,SOLIDARIEDADE,BOA SAUDE,1
PIRULITO,SOLIDARIEDADE,CANUDOS,117
PIRULITO,SOLIDARIEDADE,CENTRO,3
PIRULITO,SOLIDARIEDADE,IDEAL,2
PIRULITO,SOLIDARIEDADE,INDUSTRIAL,2
PIRULITO,SOLIDARIEDADE,LOMBA GRANDE,4
PIRULITO,SOLIDARIEDADE,OPERARIO,4
PIRULITO,SOLIDARIEDADE,PATRIA NOVA,1
PIRULITO,SOLIDARIEDADE,PETROPOLIS,1
PIRULITO,SOLIDARIEDADE,PRIMAVERA,3
PIRULITO,SOLIDARIEDADE,RINCAO,1
PIRULITO,SOLIDARIEDADE,RIO BRANCO,1
PIRULITO,SOLIDARIEDADE,RONDONIA,13
PIRULITO,SOLIDARIEDADE,SANTO AFONSO,9
PIRULITO,SOLIDARIEDADE,SAO JORGE,7
PIRULITO,SOLIDARIEDADE,SAO JOSE,3
PL,PL,BOA SAUDE,14
PL,PL,CANUDOS,61
PL,PL,CENTRO,17
PL,PL,GUARANI,12
PL,PL,HAMBURGO VELHO,13
PL,PL,IDEAL,15
PL,PL,INDUSTRIAL,17
PL,PL,JARDIM MAUA,11
PL,PL,LIBERDADE,10
PL,PL,LOMBA GRANDE,23
PL,PL,OPERARIO,7
PL,PL,OURO BRANCO,8
PL,PL,PATRIA NOVA,14
PL,PL,PETROPOLIS,13
PL,PL,PRIMAVERA,21
PL,PL,RINCAO,5
PL,PL,RIO BRANCO,9
PL,PL,RONDONIA,19
PL,PL,ROSELANDIA,5
PL,PL,SANTO AFONSO,20
PL,PL,SAO JORGE,8
PL,PL,SAO JOSE,17
PL,PL,VILA NOVA,6
PL,PL,VILA ROSA,6
PODE,PODE,BOA SAUDE,5
PODE,PODE,CANUDOS,63
PODE,PODE,CENTRO,10
PODE,PODE,GUARANI,6
PODE,PODE,HAMBURGO VELHO,13
PODE,PODE,IDEAL,3
PODE,PODE,INDUSTRIAL,8
PODE,PODE,JARDIM MAUA,3
PODE,PODE,LIBERDADE,10
PODE,PODE,LOMBA GRANDE,3
PODE,PODE,OPERARIO,5
PODE,PODE,PATRIA NOVA,1
PODE,PODE,PETROPOLIS,16
PODE,PODE,PRIMAVERA,3
PODE,PODE,RINCAO,7
PODE,PODE,RIO BRANCO,2
PODE,PODE,RONDONIA,5
PODE,PODE,ROSELANDIA,2
PODE,PODE,SANTO AFONSO,13
PODE,PODE,SAO JORGE,10
PODE,PODE,SAO JOSE,44
PODE,PODE,VILA NOVA,4
PODE,PODE,VILA ROSA,3
PP,PP,BOA SAUDE,50
PP,PP,CANUDOS,384
PP,PP,CENTRO,65
PP,PP,GUARANI,50
PP,PP,HAMBURGO VELHO,50
PP,PP,IDEAL,50
PP,PP,INDUSTRIAL,67
PP,PP,JARDIM MAUA,27
PP,PP,LIBERDADE,52
PP,PP,LOMBA GRANDE,80
PP,PP,OPERARIO,25
PP,PP,OURO BRANCO,14
PP,PP,PATRIA NOVA,51
PP,PP,PETROPOLIS,36
PP,PP,PRIMAVERA,56
PP,PP,RINCAO,27
PP,PP,RIO BRANCO,23
PP,PP,RONDONIA,53
PP,PP,ROSELANDIA,47
PP,PP,SANTO AFONSO,99
PP,PP,SAO JORGE,45
PP,PP,SAO JOSE,82
PP,PP,VILA NOVA,19
PP,PP,VILA ROSA,29
PRETO KAYSER,NOVO,BOA SAUDE,40
PRETO KAYSER,NOVO,CANUDOS,408
PRETO KAYSER,NOVO,CENTRO,554
PRETO KAYSER,NOVO,GUARANI,113
PRETO KAYSER,NOVO,HAMBURGO VELHO,252
PRETO KAYSER,NOVO,IDEAL,217
PRETO KAYSER,NOVO,INDUSTRIAL,138
PRETO KAYSER,NOVO,JARDIM MAUA,272
PRETO KAYSER,NOVO,LIBERDADE,58
PRETO KAYSER,NOVO,LOMBA GRANDE,44
PRETO KAYSER,NOVO,OPERARIO,76
PRETO KAYSER,NOVO,OURO BRANCO,75
PRETO KAYSER,NOVO,PATRIA NOVA,312
PRETO KAYSER,NOVO,PETROPOLIS,87
PRETO KAYSER,NOVO,PRIMAVERA,146
PRETO KAYSER,NOVO,RINCAO,72
PRETO KAYSER,NOVO,RIO BRANCO,195
PRETO KAYSER,NOVO,RONDONIA,93
PRETO KAYSER,NOVO,ROSELANDIA,27
PRETO KAYSER,NOVO,SANTO AFONSO,65
PRETO KAYSER,NOVO,SAO JORGE,58
PRETO KAYSER,NOVO,SAO JOSE,67
PRETO KAYSER,NOVO,VILA NOVA,46
PRETO KAYSER,NOVO,VILA ROSA,339
PROF RAFA LUCAS,PODE,BOA SAUDE,49
PROF RAFA LUCAS,PODE,CANUDOS,310
PROF RAFA LUCAS,PODE,CENTRO,28
PROF RAFA LUCAS,PODE,GUARANI,80
PROF RAFA LUCAS,PODE,HAMBURGO VELHO,38
PROF RAFA LUCAS,PODE,IDEAL,26
PROF RAFA LUCAS,PODE,INDUSTRIAL,80
PROF RAFA LUCAS,PODE,JARDIM MAUA,18
PROF RAFA LUCAS,PODE,LIBERDADE,119
PROF RAFA LUCAS,PODE,LOMBA GRANDE,54
PROF RAFA LUCAS,PODE,OPERARIO,16
PROF RAFA LUCAS,PODE,OURO BRANCO,5
PROF RAFA LUCAS,PODE,PATRIA NOVA,32
PROF RAFA LUCAS,PODE,PETROPOLIS,23
PROF RAFA LUCAS,PODE,PRIMAVERA,25
PROF RAFA LUCAS,PODE,RINCAO,17
PROF RAFA LUCAS,PODE,RIO BRANCO,15
PROF RAFA LUCAS,PODE,RONDONIA,46
PROF RAFA LUCAS,PODE,ROSELANDIA,20
PROF RAFA LUCAS,PODE,SANTO AFONSO,158
PROF RAFA LUCAS,PODE,SAO JORGE,100
PROF RAFA LUCAS,PODE,SAO JOSE,979
PROF RAFA LUCAS,PODE,VILA NOVA,52
PROF RAFA LUCAS,PODE,VILA ROSA,15
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,BOA SAUDE,4
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,CANUDOS,41
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,CENTRO,14
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,GUARANI,5
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,HAMBURGO VELHO,9
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,IDEAL,27
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,INDUSTRIAL,10
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,JARDIM MAUA,9
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,LIBERDADE,9
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,LOMBA GRANDE,9
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,OPERARIO,7
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,OURO BRANCO,8
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,PATRIA NOVA,11
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,PETROPOLIS,7
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,PRIMAVERA,20
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,RINCAO,4
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,RIO BRANCO,4
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,RONDONIA,14
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,ROSELANDIA,1
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,SANTO AFONSO,7
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,SAO JORGE,5
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,SAO JOSE,3
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,VILA NOVA,2
PROFESSOR LUIZÃO BJJ,REPUBLICANOS,VILA ROSA,10
PROFESSORA INÊS REICHERT,PT,BOA SAUDE,9
PROFESSORA INÊS REICHERT,PT,CANUDOS,158
PROFESSORA INÊS REICHERT,PT,CENTRO,135
PROFESSORA INÊS REICHERT,PT,GUARANI,39
PROFESSORA INÊS REICHERT,PT,HAMBURGO VELHO,97
PROFESSORA INÊS REICHERT,PT,IDEAL,60
PROFESSORA INÊS REICHERT,PT,INDUSTRIAL,40
PROFESSORA INÊS REICHERT,PT,JARDIM MAUA,56
PROFESSORA INÊS REICHERT,PT,LIBERDADE,18
PROFESSORA INÊS REICHERT,PT,LOMBA GRANDE,58
PROFESSORA INÊS REICHERT,PT,OPERARIO,37
PROFESSORA INÊS REICHERT,PT,OURO BRANCO,32
PROFESSORA INÊS REICHERT,PT,PATRIA NOVA,80
PROFESSORA INÊS REICHERT,PT,PETROPOLIS,10
PROFESSORA INÊS REICHERT,PT,PRIMAVERA,38
PROFESSORA INÊS REICHERT,PT,RINCAO,18
PROFESSORA INÊS REICHERT,PT,RIO BRANCO,51
PROFESSORA INÊS REICHERT,PT,RONDONIA,39
PROFESSORA INÊS REICHERT,PT,ROSELANDIA,4
PROFESSORA INÊS REICHERT,PT,SANTO AFONSO,22
