NM_VOTAVEL,SG_PARTIDO,BAIRRO,QT_VOTOS
ALEXANDRE TONEL,UNIÃO,BOA SAUDE,2
ALEXANDRE TONEL,UNIÃO,CANUDOS,30
ALEXANDRE TONEL,UNIÃO,CENTRO,33
ALEXANDRE TONEL,UNIÃO,GUARANI,20
ALEXANDRE TONEL,UNIÃO,HAMBURGO VELHO,15
ALEXANDRE TONEL,UNIÃO,IDEAL,24
ALEXANDRE TONEL,UNIÃO,INDUSTRIAL,26
ALEXANDRE TONEL,UNIÃO,JARDIM MAUA,7
ALEXANDRE TONEL,UNIÃO,LIBERDADE,11
ALEXANDRE TONEL,UNIÃO,LOMBA GRANDE,6
ALEXANDRE TONEL,UNIÃO,OPERARIO,12
ALEXANDRE TONEL,UNIÃO,OURO BRANCO,71
ALEXANDRE TONEL,UNIÃO,PATRIA NOVA,29
ALEXANDRE TONEL,UNIÃO,PETROPOLIS,6
ALEXANDRE TONEL,UNIÃO,PRIMAVERA,18
ALEXANDRE TONEL,UNIÃO,RINCAO,4
ALEXANDRE TONEL,UNIÃO,RIO BRANCO,25
ALEXANDRE TONEL,UNIÃO,RONDONIA,15
ALEXANDRE TONEL,UNIÃO,ROSELANDIA,3
ALEXANDRE TONEL,UNIÃO,SANTO AFONSO,6
ALEXANDRE TONEL,UNIÃO,SAO JORGE,5
ALEXANDRE TONEL,UNIÃO,SAO JOSE,1
ALEXANDRE TONEL,UNIÃO,VILA NOVA,8
ALEXANDRE TONEL,UNIÃO,VILA ROSA,10
ALINE CAPPELETTI,PP,BOA SAUDE,13
ALINE CAPPELETTI,PP,CANUDOS,221
ALINE CAPPELETTI,PP,CENTRO,30
ALINE CAPPELETTI,PP,GUARANI,11
ALINE CAPPELETTI,PP,HAMBURGO VELHO,21
ALINE CAPPELETTI,PP,IDEAL,20
ALINE CAPPELETTI,PP,INDUSTRIAL,14
ALINE CAPPELETTI,PP,JARDIM MAUA,21
ALINE CAPPELETTI,PP,LIBERDADE,24
ALINE CAPPELETTI,PP,LOMBA GRANDE,15
ALINE CAPPELETTI,PP,OPERARIO,9
ALINE CAPPELETTI,PP,OURO BRANCO,10
ALINE CAPPELETTI,PP,PATRIA NOVA,39
ALINE CAPPELETTI,PP,PETROPOLIS,13
ALINE CAPPELETTI,PP,PRIMAVERA,12
ALINE CAPPELETTI,PP,RINCAO,3
ALINE CAPPELETTI,PP,RIO BRANCO,9
ALINE CAPPELETTI,PP,RONDONIA,30
ALINE CAPPELETTI,PP,ROSELANDIA,3
ALINE CAPPELETTI,PP,SANTO AFONSO,16
ALINE CAPPELETTI,PP,SAO JORGE,16
ALINE CAPPELETTI,PP,SAO JOSE,26
ALINE CAPPELETTI,PP,VILA NOVA,3
ALINE CAPPELETTI,PP,VILA ROSA,38
ANDIARA ZANELLA,MDB,BOA SAUDE,14
ANDIARA ZANELLA,MDB,CANUDOS,200
ANDIARA ZANELLA,MDB,CENTRO,45
ANDIARA ZANELLA,MDB,GUARANI,21
ANDIARA ZANELLA,MDB,HAMBURGO VELHO,9
ANDIARA ZANELLA,MDB,IDEAL,25
ANDIARA ZANELLA,MDB,INDUSTRIAL,31
ANDIARA ZANELLA,MDB,JARDIM MAUA,20
ANDIARA ZANELLA,MDB,LIBERDADE,24
ANDIARA ZANELLA,MDB,LOMBA GRANDE,7
ANDIARA ZANELLA,MDB,OPERARIO,36
ANDIARA ZANELLA,MDB,OURO BRANCO,3
ANDIARA ZANELLA,MDB,PATRIA NOVA,22
ANDIARA ZANELLA,MDB,PETROPOLIS,17
ANDIARA ZANELLA,MDB,PRIMAVERA,28
ANDIARA ZANELLA,MDB,RINCAO,34
ANDIARA ZANELLA,MDB,RIO BRANCO,20
ANDIARA ZANELLA,MDB,RONDONIA,13
ANDIARA ZANELLA,MDB,ROSELANDIA,605
ANDIARA ZANELLA,MDB,SANTO AFONSO,71
ANDIARA ZANELLA,MDB,SAO JORGE,26
ANDIARA ZANELLA,MDB,SAO JOSE,17
ANDIARA ZANELLA,MDB,VILA NOVA,8
ANDIARA ZANELLA,MDB,VILA ROSA,28
ANDRÉ DUTRA,PT,BOA SAUDE,4
ANDRÉ DUTRA,PT,CANUDOS,25
ANDRÉ DUTRA,PT,CENTRO,8
ANDRÉ DUTRA,PT,GUARANI,2
ANDRÉ DUTRA,PT,HAMBURGO VELHO,4
ANDRÉ DUTRA,PT,IDEAL,5
ANDRÉ DUTRA,PT,INDUSTRIAL,3
ANDRÉ DUTRA,PT,JARDIM MAUA,3
ANDRÉ DUTRA,PT,LIBERDADE,9
ANDRÉ DUTRA,PT,LOMBA GRANDE,9
ANDRÉ DUTRA,PT,OPERARIO,5
ANDRÉ DUTRA,PT,PATRIA NOVA,5
ANDRÉ DUTRA,PT,PETROPOLIS,31
ANDRÉ DUTRA,PT,PRIMAVERA,8
ANDRÉ DUTRA,PT,RINCAO,8
ANDRÉ DUTRA,PT,RIO BRANCO,9
ANDRÉ DUTRA,PT,RONDONIA,5
ANDRÉ DUTRA,PT,SANTO AFONSO,4
ANDRÉ DUTRA,PT,SAO JORGE,2
ANDRÉ DUTRA,PT,SAO JOSE,5
ANDRÉ DUTRA,PT,VILA NOVA,1
ANDRÉ DUTRA,PT,VILA ROSA,6
ANGÉLICA FROES,SOLIDARIEDADE,CANUDOS,2
ANGÉLICA FROES,SOLIDARIEDADE,CENTRO,4
ANGÉLICA FROES,SOLIDARIEDADE,LIBERDADE,1
ANGÉLICA FROES,SOLIDARIEDADE,PATRIA NOVA,2
ANGÉLICA FROES,SOLIDARIEDADE,RIO BRANCO,1
ANGÉLICA FROES,SOLIDARIEDADE,RONDONIA,2
ANGÉLICA FROES,SOLIDARIEDADE,VILA ROSA,1
ARLEI ROCHA,PL,BOA SAUDE,5
ARLEI ROCHA,PL,CANUDOS,123
ARLEI ROCHA,PL,CENTRO,6
ARLEI ROCHA,PL,GUARANI,7
ARLEI ROCHA,PL,HAMBURGO VELHO,18
ARLEI ROCHA,PL,IDEAL,11
ARLEI ROCHA,PL,INDUSTRIAL,18
ARLEI ROCHA,PL,JARDIM MAUA,6
ARLEI ROCHA,PL,LIBERDADE,9
ARLEI ROCHA,PL,LOMBA GRANDE,13
ARLEI ROCHA,PL,OPERARIO,3
ARLEI ROCHA,PL,OURO BRANCO,4
ARLEI ROCHA,PL,PATRIA NOVA,7
ARLEI ROCHA,PL,PRIMAVERA,9
ARLEI ROCHA,PL,RINCAO,3
ARLEI ROCHA,PL,RIO BRANCO,4
ARLEI ROCHA,PL,RONDONIA,14
ARLEI ROCHA,PL,ROSELANDIA,2
ARLEI ROCHA,PL,SANTO AFONSO,10
ARLEI ROCHA,PL,SAO JORGE,49
ARLEI ROCHA,PL,SAO JOSE,260
ARLEI ROCHA,PL,VILA NOVA,8
ARLEI ROCHA,PL,VILA ROSA,11
ARMINDO WEBER,REPUBLICANOS,BOA SAUDE,2
ARMINDO WEBER,REPUBLICANOS,CANUDOS,74
ARMINDO WEBER,REPUBLICANOS,CENTRO,5
ARMINDO WEBER,REPUBLICANOS,GUARANI,2
ARMINDO WEBER,REPUBLICANOS,HAMBURGO VELHO,6
ARMINDO WEBER,REPUBLICANOS,IDEAL,20
ARMINDO WEBER,REPUBLICANOS,INDUSTRIAL,22
ARMINDO WEBER,REPUBLICANOS,JARDIM MAUA,8
ARMINDO WEBER,REPUBLICANOS,LIBERDADE,11
ARMINDO WEBER,REPUBLICANOS,LOMBA GRANDE,14
ARMINDO WEBER,REPUBLICANOS,OPERARIO,2
ARMINDO WEBER,REPUBLICANOS,OURO BRANCO,14
ARMINDO WEBER,REPUBLICANOS,PATRIA NOVA,8
ARMINDO WEBER,REPUBLICANOS,PETROPOLIS,2
ARMINDO WEBER,REPUBLICANOS,PRIMAVERA,1
ARMINDO WEBER,REPUBLICANOS,RIO BRANCO,5
ARMINDO WEBER,REPUBLICANOS,RONDONIA,71
ARMINDO WEBER,REPUBLICANOS,SANTO AFONSO,20
ARMINDO WEBER,REPUBLICANOS,SAO JORGE,4
ARMINDO WEBER,REPUBLICANOS,SAO JOSE,5
ARMINDO WEBER,REPUBLICANOS,VILA ROSA,3
BRAGÃO,PDT,CANUDOS,6
BRAGÃO,PDT,CENTRO,2
BRAGÃO,PDT,HAMBURGO VELHO,1
BRAGÃO,PDT,IDEAL,2
BRAGÃO,PDT,INDUSTRIAL,10
BRAGÃO,PDT,LIBERDADE,23
BRAGÃO,PDT,OURO BRANCO,2
BRAGÃO,PDT,PRIMAVERA,2
BRAGÃO,PDT,RIO BRANCO,1
BRAGÃO,PDT,RONDONIA,5
BRAGÃO,PDT,SANTO AFONSO,20
BRAGÃO,PDT,SAO JORGE,1
BRAGÃO,PDT,SAO JOSE,2
BRAGÃO,PDT,VILA ROSA,1
BRUNA JESUS,SOLIDARIEDADE,BOA SAUDE,2
BRUNA JESUS,SOLIDARIEDADE,CANUDOS,14
BRUNA JESUS,SOLIDARIEDADE,GUARANI,3
BRUNA JESUS,SOLIDARIEDADE,HAMBURGO VELHO,1
BRUNA JESUS,SOLIDARIEDADE,IDEAL,1
BRUNA JESUS,SOLIDARIEDADE,LOMBA GRANDE,2
BRUNA JESUS,SOLIDARIEDADE,OURO BRANCO,1
BRUNA JESUS,SOLIDARIEDADE,PATRIA NOVA,1
BRUNA JESUS,SOLIDARIEDADE,PETROPOLIS,1
BRUNA JESUS,SOLIDARIEDADE,RONDONIA,2
BRUNA JESUS,SOLIDARIEDADE,SANTO AFONSO,2
BRUNA JESUS,SOLIDARIEDADE,SAO JORGE,3
BRUNA JESUS,SOLIDARIEDADE,SAO JOSE,33
BUGRÃO,SOLIDARIEDADE,CANUDOS,7
BUGRÃO,SOLIDARIEDADE,INDUSTRIAL,15
BUGRÃO,SOLIDARIEDADE,LIBERDADE,11
BUGRÃO,SOLIDARIEDADE,OPERARIO,1
BUGRÃO,SOLIDARIEDADE,OURO BRANCO,1
BUGRÃO,SOLIDARIEDADE,PETROPOLIS,4
BUGRÃO,SOLIDARIEDADE,RINCAO,3
BUGRÃO,SOLIDARIEDADE,RIO BRANCO,1
BUGRÃO,SOLIDARIEDADE,RONDONIA,1
BUGRÃO,SOLIDARIEDADE,ROSELANDIA,55
BUGRÃO,SOLIDARIEDADE,SANTO AFONSO,18
BUGRÃO,SOLIDARIEDADE,SAO JORGE,2
BUGRÃO,SOLIDARIEDADE,SAO JOSE,3
Branco,#NULO#,BOA SAUDE,467
Branco,#NULO#,CANUDOS,2353
Branco,#NULO#,CENTRO,304
Branco,#NULO#,GUARANI,207
Branco,#NULO#,HAMBURGO VELHO,202
Branco,#NULO#,IDEAL,305
Branco,#NULO#,INDUSTRIAL,387
Branco,#NULO#,JARDIM MAUA,152
Branco,#NULO#,LIBERDADE,300
Branco,#NULO#,LOMBA GRANDE,432
Branco,#NULO#,OPERARIO,147
Branco,#NULO#,OURO BRANCO,109
Branco,#NULO#,PATRIA NOVA,236
Branco,#NULO#,PETROPOLIS,249
Branco,#NULO#,PRIMAVERA,347
Branco,#NULO#,RINCAO,197
Branco,#NULO#,RIO BRANCO,183
Branco,#NULO#,RONDONIA,429
Branco,#NULO#,ROSELANDIA,262
Branco,#NULO#,SANTO AFONSO,707
Branco,#NULO#,SAO JORGE,336
Branco,#NULO#,SAO JOSE,569
Branco,#NULO#,VILA NOVA,85
Branco,#NULO#,VILA ROSA,205
CAMILA ÁVILA,PDT,BOA SAUDE,1
CAMILA ÁVILA,PDT,CANUDOS,15
CAMILA ÁVILA,PDT,CENTRO,9
CAMILA ÁVILA,PDT,GUARANI,9
CAMILA ÁVILA,PDT,HAMBURGO VELHO,10
CAMILA ÁVILA,PDT,IDEAL,3
CAMILA ÁVILA,PDT,INDUSTRIAL,2
CAMILA ÁVILA,PDT,LIBERDADE,3
CAMILA ÁVILA,PDT,LOMBA GRANDE,3
CAMILA ÁVILA,PDT,OPERARIO,1
CAMILA ÁVILA,PDT,OURO BRANCO,1
CAMILA ÁVILA,PDT,PATRIA NOVA,2
CAMILA ÁVILA,PDT,PRIMAVERA,2
CAMILA ÁVILA,PDT,RIO BRANCO,7
CAMILA ÁVILA,PDT,SAO JORGE,3
CAMILA ÁVILA,PDT,SAO JOSE,3
CAMILA ÁVILA,PDT,VILA ROSA,2
CARLINHOS SCHENLRTE,PODE,BOA SAUDE,101
CARLINHOS SCHENLRTE,PODE,CANUDOS,91
CARLINHOS SCHENLRTE,PODE,CENTRO,19
CARLINHOS SCHENLRTE,PODE,GUARANI,8
CARLINHOS SCHENLRTE,PODE,HAMBURGO VELHO,5
CARLINHOS SCHENLRTE,PODE,IDEAL,12
CARLINHOS SCHENLRTE,PODE,INDUSTRIAL,11
CARLINHOS SCHENLRTE,PODE,JARDIM MAUA,4
CARLINHOS SCHENLRTE,PODE,LIBERDADE,20
CARLINHOS SCHENLRTE,PODE,LOMBA GRANDE,9
CARLINHOS SCHENLRTE,PODE,OPERARIO,43
CARLINHOS SCHENLRTE,PODE,OURO BRANCO,3
CARLINHOS SCHENLRTE,PODE,PATRIA NOVA,5
CARLINHOS SCHENLRTE,PODE,PETROPOLIS,390
CARLINHOS SCHENLRTE,PODE,PRIMAVERA,65
CARLINHOS SCHENLRTE,PODE,RINCAO,160
CARLINHOS SCHENLRTE,PODE,RIO BRANCO,14
CARLINHOS SCHENLRTE,PODE,RONDONIA,17
CARLINHOS SCHENLRTE,PODE,ROSELANDIA,10
CARLINHOS SCHENLRTE,PODE,SANTO AFONSO,21
CARLINHOS SCHENLRTE,PODE,SAO JORGE,4
CARLINHOS SCHENLRTE,PODE,SAO JOSE,24
CARLINHOS SCHENLRTE,PODE,VILA NOVA,2
CARLINHOS SCHENLRTE,PODE,VILA ROSA,14
CARLOS KRANZ,PP,BOA SAUDE,9
CARLOS KRANZ,PP,CANUDOS,85
CARLOS KRANZ,PP,CENTRO,44
CARLOS KRANZ,PP,GUARANI,7
CARLOS KRANZ,PP,HAMBURGO VELHO,16
CARLOS KRANZ,PP,IDEAL,24
CARLOS KRANZ,PP,INDUSTRIAL,16
CARLOS KRANZ,PP,JARDIM MAUA,10
CARLOS KRANZ,PP,LIBERDADE,2
CARLOS KRANZ,PP,LOMBA GRANDE,17
CARLOS KRANZ,PP,OPERARIO,9
CARLOS KRANZ,PP,OURO BRANCO,6
CARLOS KRANZ,PP,PATRIA NOVA,43
CARLOS KRANZ,PP,PETROPOLIS,24
CARLOS KRANZ,PP,PRIMAVERA,24
CARLOS KRANZ,PP,RINCAO,7
CARLOS KRANZ,PP,RIO BRANCO,39
CARLOS KRANZ,PP,RONDONIA,4
CARLOS KRANZ,PP,ROSELANDIA,14
CARLOS KRANZ,PP,SANTO AFONSO,9
CARLOS KRANZ,PP,SAO JORGE,35
CARLOS KRANZ,PP,SAO JOSE,9
CARLOS KRANZ,PP,VILA NOVA,14
CARLOS KRANZ,PP,VILA ROSA,29
CEZAR MISSIONEIRO,PDT,BOA SAUDE,9
CEZAR MISSIONEIRO,PDT,CANUDOS,429
CEZAR MISSIONEIRO,PDT,CENTRO,8
CEZAR MISSIONEIRO,PDT,GUARANI,10
CEZAR MISSIONEIRO,PDT,HAMBURGO VELHO,13
CEZAR MISSIONEIRO,PDT,IDEAL,4
CEZAR MISSIONEIRO,PDT,INDUSTRIAL,9
CEZAR MISSIONEIRO,PDT,JARDIM MAUA,4
CEZAR MISSIONEIRO,PDT,LIBERDADE,4
CEZAR MISSIONEIRO,PDT,LOMBA GRANDE,4
CEZAR MISSIONEIRO,PDT,OPERARIO,1
CEZAR MISSIONEIRO,PDT,OURO BRANCO,12
CEZAR MISSIONEIRO,PDT,PATRIA NOVA,4
CEZAR MISSIONEIRO,PDT,PETROPOLIS,4
CEZAR MISSIONEIRO,PDT,PRIMAVERA,7
CEZAR MISSIONEIRO,PDT,RINCAO,5
CEZAR MISSIONEIRO,PDT,RIO BRANCO,5
CEZAR MISSIONEIRO,PDT,RONDONIA,8
CEZAR MISSIONEIRO,PDT,ROSELANDIA,7
CEZAR MISSIONEIRO,PDT,SANTO AFONSO,14
CEZAR MISSIONEIRO,PDT,SAO JORGE,34
CEZAR MISSIONEIRO,PDT,SAO JOSE,22
CEZAR MISSIONEIRO,PDT,VILA NOVA,4
CEZAR MISSIONEIRO,PDT,VILA ROSA,13
CHAIANE GARCIA,UNIÃO,BOA SAUDE,1
CHAIANE GARCIA,UNIÃO,CANUDOS,1
CHAIANE GARCIA,UNIÃO,INDUSTRIAL,1
CHAIANE GARCIA,UNIÃO,LIBERDADE,1
CHAIANE GARCIA,UNIÃO,PATRIA NOVA,2
CHAIANE GARCIA,UNIÃO,PETROPOLIS,3
CHAIANE GARCIA,UNIÃO,RONDONIA,1
CIDADANIA,CIDADANIA,BOA SAUDE,1
CIDADANIA,CIDADANIA,CANUDOS,8
CIDADANIA,CIDADANIA,CENTRO,1
CIDADANIA,CIDADANIA,GUARANI,1
CIDADANIA,CIDADANIA,IDEAL,2
CIDADANIA,CIDADANIA,INDUSTRIAL,2
CIDADANIA,CIDADANIA,JARDIM MAUA,1
CIDADANIA,CIDADANIA,LIBERDADE,2
CIDADANIA,CIDADANIA,OPERARIO,1
CIDADANIA,CIDADANIA,PETROPOLIS,5
CIDADANIA,CIDADANIA,PRIMAVERA,1
CIDADANIA,CIDADANIA,RIO BRANCO,2
CIDADANIA,CIDADANIA,RONDONIA,3
CIDADANIA,CIDADANIA,ROSELANDIA,4
CIDADANIA,CIDADANIA,SANTO AFONSO,2
CIDADANIA,CIDADANIA,SAO JORGE,2
CIDADANIA,CIDADANIA,SAO JOSE,5
CIDADANIA,CIDADANIA,VILA ROSA,1
CLAUDIA RIBAS,SOLIDARIEDADE,BOA SAUDE,12
CLAUDIA RIBAS,SOLIDARIEDADE,CANUDOS,19
CLAUDIA RIBAS,SOLIDARIEDADE,CENTRO,12
CLAUDIA RIBAS,SOLIDARIEDADE,GUARANI,17
CLAUDIA RIBAS,SOLIDARIEDADE,HAMBURGO VELHO,3
CLAUDIA RIBAS,SOLIDARIEDADE,IDEAL,3
CLAUDIA RIBAS,SOLIDARIEDADE,INDUSTRIAL,1
CLAUDIA RIBAS,SOLIDARIEDADE,JARDIM MAUA,5
CLAUDIA RIBAS,SOLIDARIEDADE,LIBERDADE,4
CLAUDIA RIBAS,SOLIDARIEDADE,OPERARIO,7
CLAUDIA RIBAS,SOLIDARIEDADE,PATRIA NOVA,10
CLAUDIA RIBAS,SOLIDARIEDADE,PETROPOLIS,1
CLAUDIA RIBAS,SOLIDARIEDADE,PRIMAVERA,1
CLAUDIA RIBAS,SOLIDARIEDADE,RINCAO,1
CLAUDIA RIBAS,SOLIDARIEDADE,RIO BRANCO,6
CLAUDIA RIBAS,SOLIDARIEDADE,SANTO AFONSO,7
CLAUDIA RIBAS,SOLIDARIEDADE,SAO JORGE,14
CLAUDIA RIBAS,SOLIDARIEDADE,SAO JOSE,10
CLAUDIA RIBAS,SOLIDARIEDADE,VILA NOVA,8
CLAUDIA RIBAS,SOLIDARIEDADE,VILA ROSA,2
CLEBER MACHADO,PL,BOA SAUDE,2
CLEBER MACHADO,PL,CANUDOS,33
CLEBER MACHADO,PL,CENTRO,12
CLEBER MACHADO,PL,GUARANI,8
CLEBER MACHADO,PL,HAMBURGO VELHO,14
CLEBER MACHADO,PL,IDEAL,2
CLEBER MACHADO,PL,INDUSTRIAL,4
CLEBER MACHADO,PL,JARDIM MAUA,5
CLEBER MACHADO,PL,LIBERDADE,2
CLEBER MACHADO,PL,LOMBA GRANDE,2
CLEBER MACHADO,PL,OPERARIO,2
CLEBER MACHADO,PL,OURO BRANCO,2
CLEBER MACHADO,PL,PATRIA NOVA,3
CLEBER MACHADO,PL,PETROPOLIS,6
CLEBER MACHADO,PL,PRIMAVERA,7
CLEBER MACHADO,PL,RINCAO,5
CLEBER MACHADO,PL,RIO BRANCO,1
CLEBER MACHADO,PL,RONDONIA,15
CLEBER MACHADO,PL,SANTO AFONSO,1
CLEBER MACHADO,PL,SAO JORGE,7
CLEBER MACHADO,PL,SAO JOSE,15
CRIS DA LOMBA,PSDB,CANUDOS,23
CRIS DA LOMBA,PSDB,CENTRO,3
CRIS DA LOMBA,PSDB,GUARANI,1
CRIS DA LOMBA,PSDB,HAMBURGO VELHO,3
CRIS DA LOMBA,PSDB,IDEAL,4
CRIS DA LOMBA,PSDB,INDUSTRIAL,6
CRIS DA LOMBA,PSDB,JARDIM MAUA,1
CRIS DA LOMBA,PSDB,LIBERDADE,5
CRIS DA LOMBA,PSDB,LOMBA GRANDE,142
CRIS DA LOMBA,PSDB,OURO BRANCO,1
CRIS DA LOMBA,PSDB,PATRIA NOVA,9
CRIS DA LOMBA,PSDB,RIO BRANCO,2
CRIS DA LOMBA,PSDB,RONDONIA,5
CRIS DA LOMBA,PSDB,SANTO AFONSO,7
CRIS DA LOMBA,PSDB,SAO JORGE,1
CRIS DA LOMBA,PSDB,SAO JOSE,2
CRISTIANO COLLER,PP,BOA SAUDE,72
CRISTIANO COLLER,PP,CANUDOS,435
CRISTIANO COLLER,PP,CENTRO,156
CRISTIANO COLLER,PP,GUARANI,44
CRISTIANO COLLER,PP,HAMBURGO VELHO,79
CRISTIANO COLLER,PP,IDEAL,543
CRISTIANO COLLER,PP,INDUSTRIAL,524
CRISTIANO COLLER,PP,JARDIM MAUA,90
CRISTIANO COLLER,PP,LIBERDADE,306
CRISTIANO COLLER,PP,LOMBA GRANDE,75
CRISTIANO COLLER,PP,OPERARIO,49
CRISTIANO COLLER,PP,OURO BRANCO,99
CRISTIANO COLLER,PP,PATRIA NOVA,222
CRISTIANO COLLER,PP,PETROPOLIS,47
CRISTIANO COLLER,PP,PRIMAVERA,121
CRISTIANO COLLER,PP,RINCAO,47
CRISTIANO COLLER,PP,RIO BRANCO,74
CRISTIANO COLLER,PP,RONDONIA,210
CRISTIANO COLLER,PP,ROSELANDIA,15
CRISTIANO COLLER,PP,SANTO AFONSO,622
CRISTIANO COLLER,PP,SAO JORGE,59
CRISTIANO COLLER,PP,SAO JOSE,55
CRISTIANO COLLER,PP,VILA NOVA,23
CRISTIANO COLLER,PP,VILA ROSA,71
DAIA HANICH,MDB,BOA SAUDE,31
DAIA HANICH,MDB,CANUDOS,825
DAIA HANICH,MDB,CENTRO,98
DAIA HANICH,MDB,GUARANI,22
DAIA HANICH,MDB,HAMBURGO VELHO,79
DAIA HANICH,MDB,IDEAL,45
DAIA HANICH,MDB,INDUSTRIAL,48
DAIA HANICH,MDB,JARDIM MAUA,84
DAIA HANICH,MDB,LIBERDADE,40
DAIA HANICH,MDB,LOMBA GRANDE,45
DAIA HANICH,MDB,OPERARIO,35
DAIA HANICH,MDB,OURO BRANCO,21
DAIA HANICH,MDB,PATRIA NOVA,44
DAIA HANICH,MDB,PETROPOLIS,16
DAIA HANICH,MDB,PRIMAVERA,31
DAIA HANICH,MDB,RINCAO,11
DAIA HANICH,MDB,RIO BRANCO,17
DAIA HANICH,MDB,RONDONIA,63
DAIA HANICH,MDB,ROSELANDIA,19
DAIA HANICH,MDB,SANTO AFONSO,57
DAIA HANICH,MDB,SAO JORGE,111
DAIA HANICH,MDB,SAO JOSE,65
DAIA HANICH,MDB,VILA NOVA,11
DAIA HANICH,MDB,VILA ROSA,30
DALCI SCHONS,SOLIDARIEDADE,IDEAL,2
DALCI SCHONS,SOLIDARIEDADE,PRIMAVERA,16
DALCI SCHONS,SOLIDARIEDADE,RINCAO,1
DALCI SCHONS,SOLIDARIEDADE,RONDONIA,1
DALCI SCHONS,SOLIDARIEDADE,SANTO AFONSO,4
DALCI SCHONS,SOLIDARIEDADE,VILA ROSA,1
DANIEL JACOBS,SOLIDARIEDADE,BOA SAUDE,2
DANIEL JACOBS,SOLIDARIEDADE,CANUDOS,18
DANIEL JACOBS,SOLIDARIEDADE,CENTRO,48
DANIEL JACOBS,SOLIDARIEDADE,GUARANI,23
DANIEL JACOBS,SOLIDARIEDADE,HAMBURGO VELHO,14
DANIEL JACOBS,SOLIDARIEDADE,IDEAL,20
DANIEL JACOBS,SOLIDARIEDADE,INDUSTRIAL,8
DANIEL JACOBS,SOLIDARIEDADE,JARDIM MAUA,11
DANIEL JACOBS,SOLIDARIEDADE,LIBERDADE,1
DANIEL JACOBS,SOLIDARIEDADE,LOMBA GRANDE,1
DANIEL JACOBS,SOLIDARIEDADE,OPERARIO,11
DANIEL JACOBS,SOLIDARIEDADE,OURO BRANCO,5
DANIEL JACOBS,SOLIDARIEDADE,PATRIA NOVA,28
DANIEL JACOBS,SOLIDARIEDADE,PETROPOLIS,13
DANIEL JACOBS,SOLIDARIEDADE,PRIMAVERA,12
DANIEL JACOBS,SOLIDARIEDADE,RINCAO,7
DANIEL JACOBS,SOLIDARIEDADE,RIO BRANCO,59
DANIEL JACOBS,SOLIDARIEDADE,RONDONIA,6
DANIEL JACOBS,SOLIDARIEDADE,ROSELANDIA,3
DANIEL JACOBS,SOLIDARIEDADE,SANTO AFONSO,4
DANIEL JACOBS,SOLIDARIEDADE,SAO JORGE,3
DANIEL JACOBS,SOLIDARIEDADE,SAO JOSE,6
DANIEL JACOBS,SOLIDARIEDADE,VILA NOVA,3
DANIEL JACOBS,SOLIDARIEDADE,VILA ROSA,53
DANIELA MACIEL,PP,CANUDOS,24
DANIELA MACIEL,PP,CENTRO,7
DANIELA MACIEL,PP,GUARANI,1
DANIELA MACIEL,PP,IDEAL,5
DANIELA MACIEL,PP,INDUSTRIAL,26
DANIELA MACIEL,PP,JARDIM MAUA,1
DANIELA MACIEL,PP,LIBERDADE,47
DANIELA MACIEL,PP,LOMBA GRANDE,5
DANIELA MACIEL,PP,OPERARIO,2
DANIELA MACIEL,PP,OURO BRANCO,4
DANIELA MACIEL,PP,PATRIA NOVA,7
DANIELA MACIEL,PP,PETROPOLIS,1
DANIELA MACIEL,PP,PRIMAVERA,7
DANIELA MACIEL,PP,RINCAO,7
DANIELA MACIEL,PP,RIO BRANCO,5
DANIELA MACIEL,PP,RONDONIA,9
DANIELA MACIEL,PP,SANTO AFONSO,18
DANIELA MACIEL,PP,SAO JORGE,5
DANIELA MACIEL,PP,SAO JOSE,2
DANIELA MACIEL,PP,VILA ROSA,3
DANIELE RECHENMACHER,PL,BOA SAUDE,13
DANIELE RECHENMACHER,PL,CANUDOS,173
DANIELE RECHENMACHER,PL,CENTRO,26
DANIELE RECHENMACHER,PL,GUARANI,14
DANIELE RECHENMACHER,PL,HAMBURGO VELHO,16
DANIELE RECHENMACHER,PL,IDEAL,26
DANIELE RECHENMACHER,PL,INDUSTRIAL,29
DANIELE RECHENMACHER,PL,JARDIM MAUA,17
DANIELE RECHENMACHER,PL,LIBERDADE,28
DANIELE RECHENMACHER,PL,LOMBA GRANDE,921
DANIELE RECHENMACHER,PL,OPERARIO,7
DANIELE RECHENMACHER,PL,OURO BRANCO,8
DANIELE RECHENMACHER,PL,PATRIA NOVA,25
DANIELE RECHENMACHER,PL,PETROPOLIS,12
DANIELE RECHENMACHER,PL,PRIMAVERA,21
DANIELE RECHENMACHER,PL,RINCAO,7
DANIELE RECHENMACHER,PL,RIO BRANCO,11
DANIELE RECHENMACHER,PL,RONDONIA,38
DANIELE RECHENMACHER,PL,ROSELANDIA,11
DANIELE RECHENMACHER,PL,SANTO AFONSO,36
DANIELE RECHENMACHER,PL,SAO JORGE,15
DANIELE RECHENMACHER,PL,SAO JOSE,17
DANIELE RECHENMACHER,PL,VILA NOVA,10
DANIELE RECHENMACHER,PL,VILA ROSA,14
DARLAN OLIVEIRA,MDB,BOA SAUDE,9
DARLAN OLIVEIRA,MDB,CANUDOS,250
DARLAN OLIVEIRA,MDB,CENTRO,16
DARLAN OLIVEIRA,MDB,GUARANI,22
DARLAN OLIVEIRA,MDB,HAMBURGO VELHO,24
DARLAN OLIVEIRA,MDB,IDEAL,19
